joylashuv;xonalar;maydon;qavat;bino_qavati;narx
Yashnobod;3;67;4;4;39000
Mirobod;5;300;3;8;425000
Olmzor;4;92;3;5;63000
Yashnobod;3;67;4;4;39000
Yashnobod;3;67;4;4;39000
Mirzo Ulugbek;1;16;1;4;18000
Yakkasaroy;1;45;3;4;40000
Yashnobod;2;30;7;9;20900
Mirobod;4;180;6;8;235000
Yakkasaroy;2;60;4;9;50000
Yakkasaroy;6;142;1;9;135000
Mirobod;3;85;3;9;86000
Mirzo Ulugbek;2;65;1;4;67000
Uchtepa;4;80;1;5;55000
Mirzo Ulugbek;2;50;2;5;35000
Olmzor;2;55;2;5;41000
Shayhontohur;3;70;2;9;52000
Yunusobod;4;104;6;9;74000
Mirzo Ulugbek;3;70;7;9;55000
Yakkasaroy;1;44;2;9;27000
Mirzo Ulugbek;1;30;1;2;19500
Olmzor;4;150;5;6;95000
Mirzo Ulugbek;2;60;4;4;31992
Mirzo Ulugbek;3;70;5;5;45500
Mirzo Ulugbek;2;50;3;4;32000
Mirzo Ulugbek;3;64;5;5;35000
Mirzo Ulugbek;3;70;4;4;41000
Mirzo Ulugbek;3;85;4;4;83000
Mirzo Ulugbek;3;75;2;9;45500
Mirzo Ulugbek;3;70;6;9;56000
Olmzor;4;83;5;5;38000
Chilonzor;1;30;2;4;25500
Uchtepa;2;57,95;11;12;29000
Yakkasaroy;2;50;2;4;47000
Mirzo Ulugbek;3;75;3;4;67000
Mirzo Ulugbek;3;70;5;9;65000
Mirzo Ulugbek;2;45;2;4;31000
Chilonzor;2;56;2;4;33000
Yunusobod;4;95;3;9;62000
Mirzo Ulugbek;3;70;2;4;73000
Yakkasaroy;2;45;1;4;50000
Mirzo Ulugbek;3;75;4;9;99000
Mirzo Ulugbek;3;65;4;4;33000
Yakkasaroy;5;105;9;9;52900
Shayhontohur;3;72;8;9;55000
Yunusobod;3;71;1;5;65000
Mirzo Ulugbek;2;75;2;4;68000
Uchtepa;4;80;1;5;60000
Uchtepa;4;79;5;5;42000
Chilonzor;2;48;2;5;35500
Chilonzor;2;60;3;5;39800
Chilonzor;2;60;5;9;38500
Chilonzor;2;60;3;5;39000
Olmzor;2;55;2;4;34500
Olmzor;1;40;6;9;28000
Yunusobod;1;42;2;4;44000
Mirzo Ulugbek;2;50;1;4;30000
Yakkasaroy;3;110;9;9;78000
Yakkasaroy;2;72;8;9;51500
Yakkasaroy;1;47;7;9;34000
Mirzo Ulugbek;3;72;9;9;43500
Chilonzor;1;30;2;4;24000
Yakkasaroy;4;118;3;12;108417
Yunusobod;4;100;2;9;85000
Uchtepa;1;35;3;4;26800
Mirobod;3;75;8;9;75000
Chilonzor;3;65;4;4;38500
Chilonzor;2;50;2;4;31500
Chilonzor;2;58;4;4;36500
Chilonzor;2;50;3;4;35500
Chilonzor;2;60;5;9;37500
Chilonzor;1;36;2;4;26500
Chilonzor;1;42;1;5;28500
Chilonzor;1;42;4;4;26500
Shayhontohur;4;96;2;9;72000
Yunusobod;4;82;1;4;80000
Olmzor;1;43;2;4;25000
Olmzor;2;56;4;5;29600
Olmzor;2;64;5;9;32000
Mirobod;2;65;7;9;48000
Olmzor;4;84;5;5;47000
Yakkasaroy;4;140;2;12;128631
Yunusobod;3;45;4;9;27500
Chilonzor;2;48;1;4;36500
Mirzo Ulugbek;2;53,06;3;7;53000
Uchtepa;2;50;2;5;34000
Yashnobod;3;63;5;5;45000
Mirzo Ulugbek;5;110;2;4;85000
Yunusobod;3;67;4;4;40000
Olmzor;4;91;5;5;55000
Uchtepa;2;53;5;5;32000
Chilonzor;1;34;1;4;27000
Chilonzor;3;68;4;4;56500
Uchtepa;1;46;3;4;26800
Chilonzor;3;68;3;5;53000
Yashnobod;3;62,5;1;4;46500
Mirzo Ulugbek;1;30;1;2;18500
Mirzo Ulugbek;2;43;1;4;29800
Uchtepa;2;63;2;5;42000
Yakkasaroy;4;92,5;2;9;70000
Chilonzor;2;51;3;4;34500
Chilonzor;3;65;4;4;46500
Mirobod;3;110;7;9;127000
Sergeli;2;84;3;9;33500
Uchtepa;3;68;4;5;42000
Chilonzor;2;45;4;4;34500
Yakkasaroy;4;120;1;5;135000
Sergeli;3;82;3;7;55000
Uchtepa;3;96;2;4;74000
Shayhontohur;1;41;5;9;31500
Mirzo Ulugbek;7;203;8;9;98979
Yakkasaroy;1;64;4;12;58803
Uchtepa;4;80;5;6;56500
Chilonzor;2;46;3;4;33500
Yunusobod;4;82;1;9;65000
Mirzo Ulugbek;3;113,6;2;5;115000
Shayhontohur;3;75;7;9;57000
Yunusobod;1;42;3;4;47000
Shayhontohur;2;60;3;4;53000
Olmzor;2;61;4;5;39000
Yunusobod;2;60;3;4;73000
Shayhontohur;3;75;1;9;78000
Mirobod;3;70;2;4;65000
Shayhontohur;4;96;9;12;62000
Yunusobod;4;90;7;9;53000
Mirzo Ulugbek;2;55;4;4;31500
Chilonzor;2;58;4;5;30000
Chilonzor;3;62;2;4;40500
Chilonzor;2;47;4;5;37000
Chilonzor;2;45;1;4;33500
Chilonzor;1;28;4;5;23999
Shayhontohur;3;65;3;4;54000
Mirzo Ulugbek;3;70;4;4;52000
Chilonzor;2;56;4;4;35000
Uchtepa;3;75;1;4;52000
Yashnobod;3;110;5;5;95000
Yakkasaroy;3;85;2;4;110000
Mirzo Ulugbek;5;246;8;9;119991
Mirobod;3;110;2;8;169000
Uchtepa;4;96;1;4;75000
Mirzo Ulugbek;2;50;1;4;31000
Shayhontohur;3;70;1;9;50000
Mirzo Ulugbek;2;60;4;4;44000
Mirzo Ulugbek;3;87,05;5;11;62338
Mirzo Ulugbek;3;121;5;9;75475
Yunusobod;2;99;1;9;115000
Yashnobod;1;40;8;9;20500
Chilonzor;2;50;4;4;37000
Chilonzor;2;50;4;4;31000
Yakkasaroy;3;80;4;5;56000
Mirobod;2;68;5;5;44500
Yunusobod;4;83;4;4;75000
Uchtepa;3;80;9;12;42000
Uchtepa;4;100;9;9;50000
Uchtepa;3;90;1;9;75000
Chilonzor;4;92;4;4;61000
Chilonzor;3;72;7;9;44500
Chilonzor;3;110;4;9;71000
Uchtepa;4;82;4;5;50000
Uchtepa;4;84;5;5;47500
Chilonzor;4;125;4;4;78000
Chilonzor;4;80;1;9;90000
Chilonzor;4;80;6;9;63000
Chilonzor;4;72;4;4;45000
Uchtepa;3;70;7;9;47000
Uchtepa;3;72;1;9;45500
Uchtepa;3;70;1;12;40000
Chilonzor;3;70;1;4;48000
Chilonzor;3;77;5;9;47500
Uchtepa;3;65;3;4;45000
Chilonzor;3;75;2;9;47500
Uchtepa;3;70;2;5;52000
Uchtepa;3;65;3;4;49000
Uchtepa;3;65;4;4;51000
Chilonzor;3;75;9;9;63500
Chilonzor;3;60;4;4;45000
Chilonzor;3;72;7;9;70000
Uchtepa;2;50;4;4;37500
Uchtepa;2;45;5;5;34000
Mirzo Ulugbek;3;87,65;7;11;60675
Mirzo Ulugbek;2;60;7;9;39997
Chilonzor;1;30;4;4;22500
Chilonzor;2;46;2;4;52000
Chilonzor;3;70;9;9;36000
Chilonzor;2;58;8;9;35000
Yakkasaroy;2;48;1;4;38500
Shayhontohur;3;80;5;9;68000
Yashnobod;4;110;7;9;68614
Mirzo Ulugbek;4;129,14;5;11;92479
Yakkasaroy;1;44;2;9;27000
Yakkasaroy;2;50;3;5;46000
Yakkasaroy;5;116;3;9;87000
Yunusobod;2;46;3;4;37000
Mirzo Ulugbek;4;120;2;8;190000
Chilonzor;1;35;1;5;27000
Chilonzor;2;50;1;5;34500
Chilonzor;1;36;1;4;26500
Chilonzor;2;56;2;5;38000
Chilonzor;2;60;2;5;42000
Chilonzor;2;60;2;9;42500
Chilonzor;1;36;4;4;24500
Uchtepa;2;54;2;4;37000
Chilonzor;2;56;3;5;36000
Chilonzor;1;42;2;5;29500
Chilonzor;2;60;3;4;33500
Chilonzor;1;36;2;5;27500
Chilonzor;2;44;4;4;36000
Chilonzor;3;65;1;4;54000
Chilonzor;3;65;2;5;52000
Chilonzor;2;46;3;4;35000
Chilonzor;4;105;2;9;135000
Chilonzor;2;54;2;4;40000
Chilonzor;2;42;2;4;39000
Mirzo Ulugbek;4;108,27;5;11;77534
Chilonzor;3;68;4;4;39500
Uchtepa;3;77;4;5;43500
Yunusobod;3;78;4;5;46000
Yunusobod;3;65;7;9;48000
Mirzo Ulugbek;3;90;2;9;51000
Mirzo Ulugbek;3;78;5;5;39000
Yashnobod;3;75;6;9;55000
Mirzo Ulugbek;1;28;4;4;23500
Shayhontohur;3;70;3;5;40000
Mirobod;4;140;2;2;58000
Olmzor;2;57;1;4;32000
Yunusobod;2;65;3;9;62000
Yunusobod;3;70;3;4;45500
Mirzo Ulugbek;1;18;3;4;12500
Mirzo Ulugbek;2;50;1;4;30000
Mirzo Ulugbek;2;40;5;5;31500
Mirobod;4;120;9;10;119900
Mirzo Ulugbek;3;103;4;9;65000
Mirobod;3;110;2;7;165000
Olmzor;3;70;6;9;46000
Chilonzor;1;27;3;3;19500
Mirobod;3;100;5;6;115000
Uchtepa;3;78;5;5;47500
Uchtepa;3;65;3;4;66000
Chilonzor;4;79;3;4;57000
Yashnobod;2;60;4;9;35900
Mirzo Ulugbek;3;78;4;4;54996
Uchtepa;2;42;4;5;28500
Chilonzor;3;68;2;5;53000
Chilonzor;3;94;3;4;57000
Chilonzor;1;32;2;4;24500
Yunusobod;2;50;2;4;30500
Chilonzor;3;63;4;4;42000
Mirobod;1;47;4;4;52500
Chilonzor;3;103;4;9;77000
Mirzo Ulugbek;3;70;4;4;57000
Mirzo Ulugbek;3;75;3;4;90000
Yakkasaroy;2;48;3;5;47000
Shayhontohur;1;70;6;7;60000
Mirzo Ulugbek;2;50;1;5;35000
Uchtepa;2;69;9;9;37000
Uchtepa;3;104;3;12;61000
Chilonzor;2;48;4;4;42200
Uchtepa;4;76;4;4;40000
Uchtepa;3;67;3;5;63000
Mirobod;3;92;2;9;89000
Chilonzor;2;85;6;9;51000
Mirzo Ulugbek;2;42;2;5;33500
Yashnobod;2;60;2;9;56000
Olmzor;3;110;2;2;55000
Mirobod;3;80;3;4;83000
Chilonzor;1;60;3;9;48000
Chilonzor;4;76;4;4;45000
Mirzo Ulugbek;2;50;5;5;35500
Mirzo Ulugbek;2;62;4;4;39000
Chilonzor;1;40;3;4;27000
Mirzo Ulugbek;2;55;4;4;34998
Yakkasaroy;2;89;9;12;77469
Mirzo Ulugbek;1;30;4;4;20500
Yunusobod;2;48;4;4;33500
Yashnobod;3;60;3;5;37000
Shayhontohur;3;65;1;4;45000
Mirobod;3;80;4;4;78000
Shayhontohur;3;75;8;9;52000
Mirzo Ulugbek;3;70;4;5;55000
Chilonzor;3;90;4;12;44000
Chilonzor;1;45;5;12;31000
Chilonzor;3;96;2;4;71000
Chilonzor;2;42;3;4;33000
Chilonzor;4;100;6;9;67500
Chilonzor;6;134;7;9;78000
Mirzo Ulugbek;2;55;4;5;37000
Mirobod;3;70;4;4;59000
Shayhontohur;3;79;3;4;48000
Mirobod;3;65;9;9;58000
Mirzo Ulugbek;4;128,66;5;11;92135
Mirzo Ulugbek;1;18;3;3;17500
Yunusobod;1;44;2;5;90000
Mirzo Ulugbek;3;80;5;5;85000
Mirzo Ulugbek;2;65;3;9;53000
Yakkasaroy;2;70;2;7;73500
Mirobod;2;65;5;9;70000
Shayhontohur;3;82;2;9;60000
Yakkasaroy;3;120;3;4;130000
Yashnobod;2;77;4;5;47000
Yunusobod;3;70;4;4;56000
Chilonzor;4;120;9;10;56000
Yunusobod;3;105;4;4;65000
Yunusobod;2;55;1;4;63000
Mirzo Ulugbek;3;72;1;4;47500
Yunusobod;3;78;8;9;39000
Mirzo Ulugbek;2;62;1;9;55700
Mirzo Ulugbek;4;95;4;4;80000
Olmzor;3;97,3;2;2;50000
Yunusobod;3;75;9;10;72000
Chilonzor;2;49;2;4;33500
Shayhontohur;3;75;2;4;70000
Olmzor;2;67;2;9;40200
Chilonzor;4;93;2;4;115000
Yunusobod;2;60;3;5;45000
Uchtepa;2;42;4;5;28500
Mirobod;4;100;5;9;78000
Chilonzor;2;46;2;4;32000
Uchtepa;3;70;3;5;48500
Chilonzor;2;47;4;4;33000
Yunusobod;3;135;3;7;200000
Mirobod;3;75;2;10;125000
Yashnobod;5;203;8;8;139999
Yunusobod;4;80;3;4;77500
Uchtepa;2;47;1;4;50000
Yashnobod;3;62;2;7;50000
Uchtepa;4;93;9;9;51000
Uchtepa;3;60;5;5;47000
Mirzo Ulugbek;5;100;4;4;48000
Uchtepa;3;70;1;5;48000
Shayhontohur;2;75;4;7;47000
Yashnobod;2;65;2;7;65999
Chilonzor;3;62;3;6;68000
Mirzo Ulugbek;3;95;5;5;50000
Mirzo Ulugbek;5;95;4;4;70000
Chilonzor;1;28;2;4;30000
Yashnobod;4;110;6;9;113000
Mirzo Ulugbek;2;60;6;9;34000
Yunusobod;3;53;3;4;74900
Yunusobod;3;70;5;5;40000
Yunusobod;4;130;8;9;115000
Yashnobod;3;105;1;5;92000
Yunusobod;4;85;2;4;74900
Yakkasaroy;2;47;4;4;48000
Yakkasaroy;3;70;6;8;85000
Chilonzor;3;77;1;4;49500
Mirzo Ulugbek;3;80;5;7;104900
Mirzo Ulugbek;2;43;4;4;28500
Yakkasaroy;2;56;4;5;54000
Shayhontohur;5;190;2;5;130000
Mirzo Ulugbek;2;60;3;5;31000
Chilonzor;2;54;2;4;38000
Chilonzor;3;90;7;9;60000
Uchtepa;2;48;3;4;37800
Chilonzor;3;57;1;4;42500
Yashnobod;2;65,8;2;9;63000
Chilonzor;1;30;3;5;21000
Chilonzor;3;67;2;4;52500
Chilonzor;3;70;3;4;45000
Chilonzor;3;65;3;4;46500
Mirzo Ulugbek;4;106;6;8;115000
Mirzo Ulugbek;2;60;2;5;38200
Chilonzor;4;88;7;9;75000
Mirobod;5;135;3;9;105000
Yakkasaroy;4;110;5;8;120000
Yakkasaroy;2;65;2;9;41500
Yashnobod;3;75;6;9;85000
Chilonzor;4;76;2;4;58000
Yunusobod;3;108;8;8;120000
Yunusobod;2;64;2;9;41000
Chilonzor;2;42;4;4;27000
Chilonzor;2;50;3;4;35500
Uchtepa;2;58;8;9;31500
Chilonzor;4;124;5;5;87000
Uchtepa;2;48;2;4;45000
Mirzo Ulugbek;2;47;4;4;30000
Yunusobod;3;76;3;5;48000
Mirzo Ulugbek;1;41;4;4;34000
Mirzo Ulugbek;2;50;2;4;42200
Uchtepa;2;50;5;5;31000
Mirzo Ulugbek;1;35;3;5;25500
Mirzo Ulugbek;2;56;2;2;32000
Chilonzor;5;109;5;5;83000
Mirobod;4;166;6;9;141500
Chilonzor;3;70;3;5;49000
Yashnobod;3;103;7;9;64996
Mirobod;5;236;8;9;190000
Shayhontohur;3;70;4;9;56000
Yakkasaroy;2;52;4;5;32000
Yakkasaroy;2;58;1;5;36000
Mirzo Ulugbek;2;65;1;9;55000
Mirzo Ulugbek;2;40;1;3;25000
Yashnobod;3;76;2;4;54000
Chilonzor;3;105;6;9;80000
Mirobod;3;65;4;4;33500
Chilonzor;1;28;4;4;30500
Yashnobod;5;110;3;5;58000
Uchtepa;2;52;1;4;37000
Uchtepa;3;78;3;9;45000
Uchtepa;3;65;4;4;35000
Uchtepa;2;50;4;4;40500
Uchtepa;2;72;9;9;36000
Uchtepa;2;50;1;4;46500
Uchtepa;3;70;4;4;48000
Uchtepa;3;71;2;4;45000
Uchtepa;4;90;3;5;66000
Uchtepa;3;70;4;5;46500
Uchtepa;3;72;8;9;42500
Chilonzor;3;64;5;9;51000
Uchtepa;3;92;1;4;65000
Shayhontohur;2;59;2;9;51000
Chilonzor;6;184;9;9;103000
Chilonzor;3;68;4;4;38000
Chilonzor;3;96;8;9;52500
Chilonzor;3;68;2;4;47000
Chilonzor;3;65;3;4;44000
Chilonzor;3;70;5;9;55000
Chilonzor;1;34;4;5;27500
Chilonzor;1;34;1;4;30500
Uchtepa;2;58;7;9;32000
Uchtepa;3;75;5;5;48000
Uchtepa;2;48;5;5;29800
Uchtepa;3;67;2;4;49500
Uchtepa;2;50;2;4;33999
Chilonzor;3;140;4;5;175000
Chilonzor;2;47;4;4;32000
Uchtepa;2;46;4;4;29500
Uchtepa;2;38;4;4;31000
Chilonzor;2;47;4;4;32500
Chilonzor;2;45;4;4;35500
Chilonzor;3;65;4;4;42000
Uchtepa;1;43;3;4;43800
Chilonzor;2;42;3;4;35500
Uchtepa;2;54;3;5;37000
Chilonzor;2;60;5;9;63000
Uchtepa;3;80;4;9;53000
Chilonzor;3;90;9;9;56000
Uchtepa;4;80;3;4;75000
Uchtepa;4;105;8;9;55000
Uchtepa;3;91;4;9;47000
Uchtepa;2;60;1;4;56000
Shayhontohur;2;58;2;4;49000
Mirzo Ulugbek;2;53;5;5;37000
Uchtepa;2;48;3;4;34500
Uchtepa;2;54;3;5;39000
Uchtepa;1;43;9;9;24500
Uchtepa;4;84;4;4;60000
Uchtepa;2;47;2;4;31500
Chilonzor;2;50;2;4;30500
Uchtepa;4;96;5;5;54000
Chilonzor;4;130;6;9;75000
Uchtepa;3;67;2;5;58000
Uchtepa;3;92;4;4;55000
Chilonzor;2;46;2;4;35000
Chilonzor;2;43;2;4;32500
Chilonzor;2;44;1;4;36000
Chilonzor;1;30;4;4;27000
Chilonzor;3;55;4;4;48500
Sergeli;6;140;9;9;55000
Uchtepa;4;80;3;5;71000
Uchtepa;3;57;1;4;38500
Uchtepa;2;48;2;5;30500
Uchtepa;3;72;1;4;62000
Uchtepa;3;72;5;5;40000
Uchtepa;2;47;2;4;32000
Uchtepa;2;52;4;4;39000
Uchtepa;2;48;2;4;35500
Uchtepa;1;40;1;4;23500
Uchtepa;1;34;4;4;24000
Chilonzor;2;56;4;5;40000
Chilonzor;3;73;1;4;45000
Chilonzor;2;64;5;5;37000
Chilonzor;3;96;4;4;49000
Chilonzor;3;68;2;4;43000
Chilonzor;3;104;9;9;60000
Uchtepa;3;72;3;5;58000
Chilonzor;2;58;4;4;32000
Chilonzor;3;66;1;3;50500
Mirobod;3;68;4;5;43000
Chilonzor;3;65;5;5;51000
Mirobod;3;85;9;9;59800
Chilonzor;2;47;1;4;36000
Chilonzor;1;30;4;4;31000
Chilonzor;3;77;5;5;94000
Chilonzor;1;20;2;5;19000
Chilonzor;2;52;1;4;39500
Uchtepa;4;112;1;3;90000
Chilonzor;3;68;4;4;36000
Chilonzor;3;75;6;9;65000
Shayhontohur;1;34;4;4;26000
Uchtepa;1;34;4;4;23500
Chilonzor;1;17;5;9;12000
Uchtepa;1;22;4;4;15500
Chilonzor;1;30;4;5;25000
Uchtepa;6;135;3;9;100000
Chilonzor;4;84;4;4;62000
Chilonzor;4;80;4;4;55000
Uchtepa;3;70;3;9;42000
Uchtepa;3;67;4;5;47000
Uchtepa;3;68;2;4;45000
Uchtepa;3;70;3;9;44000
Chilonzor;2;50;4;4;34000
Chilonzor;2;45;4;4;37000
Chilonzor;4;100;9;9;48000
Chilonzor;2;47;4;4;28500
Uchtepa;4;96;5;9;52500
Uchtepa;4;100;8;9;50000
Uchtepa;2;54;1;5;42000
Chilonzor;4;98;5;9;67000
Uchtepa;4;95;9;9;49000
Uchtepa;3;71;3;9;52000
Uchtepa;4;90;3;5;62000
Chilonzor;4;102;5;5;70000
Chilonzor;3;65;4;4;47000
Chilonzor;5;120;1;4;87000
Shayhontohur;4;94;1;9;92000
Chilonzor;4;160;9;9;85000
Uchtepa;3;63;1;4;68998
Uchtepa;2;48;5;5;27000
Chilonzor;2;42;4;4;31000
Mirobod;3;68;3;4;34000
Uchtepa;1;35;1;4;41000
Mirobod;3;68;3;4;34000
Olmzor;2;59,6;6;9;32000
Chilonzor;3;65;3;4;47500
Yashnobod;1;40;2;4;22999
Chilonzor;1;27;3;3;19500
Mirzo Ulugbek;1;30;2;5;25200
Mirzo Ulugbek;4;96;1;5;88000
Shayhontohur;5;140;7;9;95000
Yashnobod;2;42;3;4;29600
Uchtepa;4;100;9;9;52000
Yunusobod;4;125;8;8;150000
Yunusobod;1;38;5;5;23500
Mirzo Ulugbek;3;78,27;4;9;50670
Mirobod;4;90;5;5;43500
Mirobod;4;90;2;9;52000
Shayhontohur;3;54;3;4;40000
Yunusobod;4;122;8;8;132000
Chilonzor;3;78;5;9;58000
Mirobod;3;75;2;9;46000
Yunusobod;4;135;2;5;130000
Mirobod;4;90;4;9;55000
Chilonzor;3;75;4;4;49800
Yunusobod;3;65,5;1;4;55000
Olmzor;3;110;1;2;55000
Mirobod;3;68;1;4;39500
Uchtepa;1;32;3;4;27000
Mirobod;2;52;2;4;35500
Chilonzor;2;65;4;9;45500
Uchtepa;2;50;1;5;34500
Chilonzor;1;28;4;4;23500
Mirzo Ulugbek;2;55;5;5;35000
Mirzo Ulugbek;2;50;5;5;35000
Mirobod;3;130;9;12;90000
Uchtepa;4;84;3;5;63000
Mirzo Ulugbek;2;42;2;5;33500
Chilonzor;3;68;1;4;48000
Yunusobod;2;50;2;4;30500
Yakkasaroy;3;100;5;5;99000
Mirzo Ulugbek;3;83;5;8;110000
Uchtepa;4;105;1;4;82000
Mirzo Ulugbek;4;80;2;4;70000
Uchtepa;2;42;4;4;28500
Shayhontohur;3;103;2;8;63000
Yunusobod;5;110;9;9;58000
Shayhontohur;3;90;1;5;105000
Chilonzor;2;65;1;5;43000
Yakkasaroy;2;58;3;5;57500
Mirzo Ulugbek;2;62;8;9;51498
Yashnobod;2;62;2;7;53000
Mirzo Ulugbek;2;57;3;5;36000
Yakkasaroy;1;42;2;5;36000
Mirzo Ulugbek;2;65;6;12;53500
Mirzo Ulugbek;2;48,36;4;9;31307
Mirzo Ulugbek;4;157;5;9;204100
Chilonzor;1;30;3;4;23000
Uchtepa;3;67;3;4;39000
Uchtepa;3;68;6;9;41500
Uchtepa;2;41;5;5;36000
Uchtepa;4;138;2;4;95000
Uchtepa;3;72;3;4;48000
Uchtepa;2;70;1;4;78000
Uchtepa;2;50;1;4;50000
Uchtepa;3;77;4;4;47000
Uchtepa;4;116;2;9;105000
Uchtepa;3;100;3;4;71000
Uchtepa;2;70;1;4;49500
Uchtepa;2;50;4;4;37000
Uchtepa;3;65;1;5;47000
Chilonzor;2;41;4;4;31000
Mirzo Ulugbek;4;86;4;4;47000
Mirzo Ulugbek;2;62;4;12;53000
Mirzo Ulugbek;3;76;2;5;48000
Mirzo Ulugbek;2;62;2;5;38000
Mirzo Ulugbek;3;73;4;5;41500
Uchtepa;2;48;5;5;31000
Chilonzor;2;52;4;5;37000
Uchtepa;4;80;1;4;80000
Chilonzor;2;45;2;5;43500
Chilonzor;2;50;3;5;36000
Chilonzor;2;47;2;5;39500
Chilonzor;4;100;1;4;100000
Chilonzor;2;54;5;5;36000
Uchtepa;1;38;3;5;26500
Uchtepa;4;78;2;4;52000
Uchtepa;3;72;5;5;47500
Uchtepa;4;80;2;5;55500
Uchtepa;2;58;5;5;32000
Chilonzor;4;72;5;5;51000
Chilonzor;3;110;4;4;78500
Chilonzor;3;70;2;4;41000
Chilonzor;3;57;4;4;55000
Chilonzor;3;70;2;4;47500
Chilonzor;4;78;4;4;57000
Uchtepa;2;49;1;4;46000
Chilonzor;3;93;5;9;83500
Chilonzor;5;160;6;9;90000
Chilonzor;3;92;7;9;52500
Chilonzor;3;75;1;9;46000
Chilonzor;4;105;8;9;50000
Uchtepa;3;75;3;4;51000
Uchtepa;2;55;4;4;38000
Uchtepa;4;102;5;12;53000
Chilonzor;5;92;5;5;50000
Yakkasaroy;2;63;6;8;41000
Yunusobod;3;67;4;4;70000
Uchtepa;3;68;5;9;40500
Chilonzor;2;50;3;5;36000
Chilonzor;2;50;2;5;34500
Chilonzor;2;54;2;5;36000
Yunusobod;3;78;5;9;65000
Chilonzor;2;50;3;5;35500
Chilonzor;2;54;2;5;36000
Chilonzor;4;110;3;4;105000
Chilonzor;3;82;3;9;63500
Chilonzor;3;84;5;5;55000
Uchtepa;2;42;4;5;31500
Uchtepa;4;78;3;4;53500
Chilonzor;3;65;2;5;48000
Chilonzor;2;46;1;5;34500
Chilonzor;3;65;4;4;49000
Uchtepa;2;47;1;4;42000
Uchtepa;2;48;1;5;48000
Uchtepa;4;75;3;4;61000
Uchtepa;2;54;1;5;80000
Chilonzor;3;118;3;4;86000
Chilonzor;3;95;4;4;90000
Chilonzor;3;93;4;5;80000
Chilonzor;3;75;1;4;64000
Uchtepa;4;93;8;9;52000
Uchtepa;3;70;1;9;60000
Uchtepa;3;60;2;4;44000
Chilonzor;3;68;4;4;35000
Chilonzor;2;60;9;9;32000
Uchtepa;3;70;6;16;42000
Yakkasaroy;2;53;3;5;55500
Shayhontohur;6;150;2;9;150000
Shayhontohur;4;95;1;4;110000
Chilonzor;2;48;2;4;36000
Chilonzor;2;56;4;4;39500
Chilonzor;2;54;2;5;36500
Chilonzor;2;50;3;5;35500
Chilonzor;2;60;4;5;38000
Yunusobod;1;41,37;1;4;47000
Uchtepa;3;65;4;4;34000
Uchtepa;1;38;3;4;25000
Yashnobod;2;58;11;11;24921
Yashnobod;1;46;11;11;19765
Mirzo Ulugbek;3;94;16;23;118000
Chilonzor;1;30;4;4;26300
Yashnobod;2;70;4;5;103000
Yunusobod;3;72;2;9;59000
Mirzo Ulugbek;2;60;6;9;34000
Uchtepa;2;60;1;4;47500
Yunusobod;4;100;3;4;123000
Chilonzor;3;103;4;4;160000
Chilonzor;4;120;5;5;110000
Chilonzor;4;83;2;2;40500
Yakkasaroy;3;72;3;5;47500
Yunusobod;3;78;4;4;55000
Chilonzor;2;50;2;5;42800
Yunusobod;5;183,5;4;5;203000
Chilonzor;1;20;3;5;16000
Mirzo Ulugbek;3;75;8;9;56000
Mirobod;3;103;1;5;90000
Uchtepa;4;90;2;5;54000
Uchtepa;3;78;2;4;52500
Uchtepa;2;49;1;4;31000
Uchtepa;2;56;2;4;40000
Chilonzor;5;92;9;9;80000
Chilonzor;1;28;1;4;24000
Chilonzor;2;45;4;4;36000
Chilonzor;3;68;3;4;65000
Chilonzor;2;50;3;3;41000
Chilonzor;3;68;4;5;45000
Chilonzor;2;50;4;4;39800
Chilonzor;4;80;4;5;56000
Chilonzor;4;110;8;9;74500
Uchtepa;3;72;3;9;43500
Uchtepa;1;33;2;5;24500
Chilonzor;1;30;3;4;25500
Chilonzor;1;40;1;4;28500
Uchtepa;3;70;5;5;44000
Chilonzor;3;67;2;4;42000
Uchtepa;2;58;3;9;35000
Yashnobod;3;77;1;5;50000
Uchtepa;2;52;8;9;65000
Uchtepa;2;60;5;5;36000
Chilonzor;2;42;1;4;33700
Mirobod;4;120;1;4;132000
Mirzo Ulugbek;2;65;5;9;76500
Uchtepa;2;42;1;4;33500
Chilonzor;3;100;6;9;78000
Chilonzor;3;100;4;4;66500
Chilonzor;2;58;7;9;42000
Chilonzor;3;72;2;9;46000
Chilonzor;4;125;6;9;250000
Chilonzor;1;50;3;4;37000
Chilonzor;5;142;5;5;120000
Shayhontohur;3;72;8;9;55000
Chilonzor;4;125;3;9;205000
Mirobod;2;60;3;4;49900
Mirobod;5;110;8;9;85000
Chilonzor;2;40;4;4;30000
Mirobod;5;110;8;9;85000
Chilonzor;2;40;4;4;30000
Shayhontohur;5;186;5;8;155000
Shayhontohur;4;186;5;8;155000
Mirobod;2;58;5;5;34000
Chilonzor;3;114;2;9;160000
Uchtepa;2;42;5;5;31500
Chilonzor;2;52;5;5;36000
Mirzo Ulugbek;4;86;2;5;80000
Mirzo Ulugbek;2;64;6;7;45000
Shayhontohur;2;51,6;1;6;40000
Yakkasaroy;2;68;6;8;45000
Chilonzor;2;64;8;12;53000
Olmzor;3;66;5;5;42000
Chilonzor;2;61;3;9;62000
Uchtepa;2;68;16;16;45000
Uchtepa;2;63;2;9;42000
Uchtepa;2;46;2;4;32000
